ALI_ID	TIME_STAMP	BRANCH_INDEX	BRANCH_TYPE	BL	SPLIT_SIZE
M12561	"2023-09-25 04:23:13"	18	i	0.0000010000	4
M12561	"2023-09-25 04:23:13"	19	i	0.0000010000	7
M12561	"2023-09-25 04:23:13"	20	i	0.0000010000	6
M12561	"2023-09-25 04:23:13"	21	i	0.0000010000	5
M12561	"2023-09-25 04:23:13"	22	i	0.0000010000	4
M12561	"2023-09-25 04:23:13"	23	i	0.0000010000	3
M12561	"2023-09-25 04:23:13"	24	i	0.0000010000	2
M12561	"2023-09-25 04:23:13"	25	i	0.0164390143	5
M12561	"2023-09-25 04:23:13"	26	i	0.0000010000	4
M12561	"2023-09-25 04:23:13"	27	i	0.0000010000	3
M12561	"2023-09-25 04:23:13"	28	i	0.0000010000	2
M12561	"2023-09-25 04:23:13"	29	i	0.0000010000	2
M12540	"2023-09-13 14:47:53"	1	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	2	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	3	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	4	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	5	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	6	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	7	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	8	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	9	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	10	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	11	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	12	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	13	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	14	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	15	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	16	e	0.0000010000	1
M12540	"2023-09-13 14:47:53"	17	i	0.0000010000	3
M12540	"2023-09-13 14:47:53"	18	i	0.0000010000	4
M12540	"2023-09-13 14:47:53"	19	i	0.0000010000	5
M12540	"2023-09-13 14:47:53"	20	i	0.0051993276	6
M12540	"2023-09-13 14:47:53"	21	i	0.0000010000	4
M12540	"2023-09-13 14:47:53"	22	i	0.0000010000	2
M12540	"2023-09-13 14:47:53"	23	i	0.0000010000	2
M12540	"2023-09-13 14:47:53"	24	i	0.0000010000	2
M12540	"2023-09-13 14:47:53"	25	i	0.0104349509	5
M12540	"2023-09-13 14:47:53"	26	i	0.0000010000	4
M12540	"2023-09-13 14:47:53"	27	i	0.0000010000	3
M12540	"2023-09-13 14:47:53"	28	i	0.0000010000	2
M12540	"2023-09-13 14:47:53"	29	i	0.0000010000	2
M23900	"2023-09-13 16:41:36"	1	e	0.0033349262	1
M23900	"2023-09-13 16:41:36"	2	e	0.0000010000	1
M23900	"2023-09-13 16:41:36"	3	e	0.0253175444	1
M23900	"2023-09-13 16:41:36"	4	e	0.0042527882	1
M23900	"2023-09-13 16:41:36"	5	e	0.0047665957	1
M23900	"2023-09-13 16:41:36"	6	e	0.0045054727	1
M23900	"2023-09-13 16:41:36"	7	e	0.0077749714	1
M23900	"2023-09-13 16:41:36"	8	e	0.0117120581	1
M23900	"2023-09-13 16:41:36"	9	e	0.0092807191	1
M23900	"2023-09-13 16:41:36"	10	e	0.0145476091	1
M23900	"2023-09-13 16:41:36"	11	e	0.0033481434	1
M23900	"2023-09-13 16:41:36"	12	e	0.0056616042	1
M23900	"2023-09-13 16:41:36"	13	e	0.0064719890	1
M23900	"2023-09-13 16:41:36"	14	e	0.0168352726	1
M23900	"2023-09-13 16:41:36"	15	e	0.0728684650	1
M23900	"2023-09-13 16:41:36"	16	e	0.0408718986	1
M23900	"2023-09-13 16:41:36"	17	i	0.0081146203	2
M23900	"2023-09-13 16:41:36"	18	i	0.0047580709	3
M23900	"2023-09-13 16:41:36"	19	i	0.0027945406	5
M23900	"2023-09-13 16:41:36"	20	i	0.0053982569	6
M23900	"2023-09-13 16:41:36"	21	i	0.0254551580	7
M23900	"2023-09-13 16:41:36"	22	i	0.0018952843	7
M23900	"2023-09-13 16:41:36"	23	i	0.0028698205	2
M23900	"2023-09-13 16:41:36"	24	i	0.0047102573	5
M23900	"2023-09-13 16:41:36"	25	i	0.0060266952	4
M23900	"2023-09-13 16:41:36"	26	i	0.0045692837	3
M23900	"2023-09-13 16:41:36"	27	i	0.0033973476	2
M23900	"2023-09-13 16:41:36"	28	i	0.0108841579	2
M23900	"2023-09-13 16:41:36"	29	i	0.0129060333	2
M7295	"2023-09-14 23:27:13"	1	e	0.1179078136	1
M7295	"2023-09-14 23:27:13"	2	e	0.0015955954	1
M7295	"2023-09-14 23:27:13"	3	e	0.0023262952	1
M7295	"2023-09-14 23:27:13"	4	e	0.0038610866	1
M7295	"2023-09-14 23:27:13"	5	e	0.0000009525	1
M7295	"2023-09-14 23:27:13"	6	e	0.0000009525	1
M7295	"2023-09-14 23:27:13"	7	e	0.0004883793	1
M7295	"2023-09-14 23:27:13"	8	e	0.0019648412	1
M7295	"2023-09-14 23:27:13"	9	e	0.0041675017	1
M7295	"2023-09-14 23:27:13"	10	e	0.0052181875	1
M7295	"2023-09-14 23:27:13"	11	e	0.0057565328	1
M7295	"2023-09-14 23:27:13"	12	e	0.0039129973	1
M7295	"2023-09-14 23:27:13"	13	e	0.0041077373	1
M7295	"2023-09-14 23:27:13"	14	e	0.0035972193	1
M7295	"2023-09-14 23:27:13"	15	e	0.0064880302	1
M7295	"2023-09-14 23:27:13"	16	e	0.0018468791	1
M7295	"2023-09-14 23:27:13"	17	i	0.0012192947	2
M7295	"2023-09-14 23:27:13"	18	i	0.0003356582	5
M7295	"2023-09-14 23:27:13"	19	i	0.0027758535	7
M7295	"2023-09-14 23:27:13"	20	i	0.0017028186	4
M7295	"2023-09-14 23:27:13"	21	i	0.0033102329	2
M7295	"2023-09-14 23:27:13"	22	i	0.0035879852	2
M7295	"2023-09-14 23:27:13"	23	i	0.0009721267	5
M7295	"2023-09-14 23:27:13"	24	i	0.0014541895	4
M7295	"2023-09-14 23:27:13"	25	i	0.0021803379	3
M7295	"2023-09-14 23:27:13"	26	i	0.0004867704	2
M7295	"2023-09-14 23:27:13"	27	i	0.0039969216	2
M7295	"2023-09-14 23:27:13"	28	i	0.0013367556	3
M7295	"2023-09-14 23:27:13"	29	i	0.0024836726	2
M12544	"2023-09-01 00:31:01"	1	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	2	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	3	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	4	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	5	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	6	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	7	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	8	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	9	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	10	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	11	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	12	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	13	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	14	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	15	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	16	e	0.0000010000	1
M12544	"2023-09-01 00:31:01"	17	i	0.0000010000	4
M12544	"2023-09-01 00:31:01"	18	i	0.0000010000	7
M12544	"2023-09-01 00:31:01"	19	i	0.0000010000	6
M12544	"2023-09-01 00:31:01"	20	i	0.0000010000	3
M12544	"2023-09-01 00:31:01"	21	i	0.0000010000	2
M12544	"2023-09-01 00:31:01"	22	i	0.0000010000	3
M12544	"2023-09-01 00:31:01"	23	i	0.0000010000	2
M12544	"2023-09-01 00:31:01"	24	i	0.0000010000	5
M12544	"2023-09-01 00:31:01"	25	i	0.0000010000	4
M12544	"2023-09-01 00:31:01"	26	i	0.0000010000	3
M12544	"2023-09-01 00:31:01"	27	i	0.0066519283	2
M12544	"2023-09-01 00:31:01"	28	i	0.0000010000	3
M12544	"2023-09-01 00:31:01"	29	i	0.0000010000	2
M39201	"2023-09-15 03:46:00"	1	e	0.0625845519	1
M39201	"2023-09-15 03:46:00"	2	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	3	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	4	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	5	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	6	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	7	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	8	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	9	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	10	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	11	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	12	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	13	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	14	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	15	e	0.0000010000	1
M39201	"2023-09-15 03:46:00"	16	e	0.0055044999	1
M39201	"2023-09-15 03:46:00"	17	i	0.0092535248	5
M39201	"2023-09-15 03:46:00"	18	i	0.0047861647	3
M39201	"2023-09-15 03:46:00"	19	i	0.0000010000	2
M39201	"2023-09-15 03:46:00"	20	i	0.0099237855	2
M39201	"2023-09-15 03:46:00"	21	i	0.0110936655	6
M39201	"2023-09-15 03:46:00"	22	i	0.0000010000	7
M39201	"2023-09-15 03:46:00"	23	i	0.0018308251	7
M39201	"2023-09-15 03:46:00"	24	i	0.0000010000	6
M39201	"2023-09-15 03:46:00"	25	i	0.0000010000	5
M39201	"2023-09-15 03:46:00"	26	i	0.0000010000	2
M39201	"2023-09-15 03:46:00"	27	i	0.0000010000	3
M39201	"2023-09-15 03:46:00"	28	i	0.0000010000	2
M39201	"2023-09-15 03:46:00"	29	i	0.0036636111	2
M2805	"2023-09-13 21:47:03"	1	e	0.0152704578	1
M2805	"2023-09-13 21:47:03"	2	e	0.0301949564	1
M2805	"2023-09-13 21:47:03"	3	e	0.0475875097	1
M2805	"2023-09-13 21:47:03"	4	e	0.1753293413	1
M2805	"2023-09-13 21:47:03"	5	e	0.0350341894	1
M2805	"2023-09-13 21:47:03"	6	e	0.0094032747	1
M2805	"2023-09-13 21:47:03"	7	e	0.0121630937	1
M2805	"2023-09-13 21:47:03"	8	e	0.0219362392	1
M2805	"2023-09-13 21:47:03"	9	e	0.0026185338	1
M2805	"2023-09-13 21:47:03"	10	e	0.0035114764	1
M2805	"2023-09-13 21:47:03"	11	e	0.0034723658	1
M2805	"2023-09-13 21:47:03"	12	e	0.0028971628	1
M2805	"2023-09-13 21:47:03"	13	e	0.0000010053	1
M2805	"2023-09-13 21:47:03"	14	e	0.0142702369	1
M2805	"2023-09-13 21:47:03"	15	e	0.0060381856	1
M2805	"2023-09-13 21:47:03"	16	e	0.0044094070	1
M2805	"2023-09-13 21:47:03"	17	i	0.0153301980	3
M2805	"2023-09-13 21:47:03"	18	i	0.0165073077	2
M2805	"2023-09-13 21:47:03"	19	i	0.0844223876	4
M2805	"2023-09-13 21:47:03"	20	i	0.0073083777	7
M2805	"2023-09-13 21:47:03"	21	i	0.0322019804	8
M2805	"2023-09-13 21:47:03"	22	i	0.0028163123	6
M2805	"2023-09-13 21:47:03"	23	i	0.0014683547	5
M2805	"2023-09-13 21:47:03"	24	i	0.0017690483	4
M2805	"2023-09-13 21:47:03"	25	i	0.0019527954	3
M2805	"2023-09-13 21:47:03"	26	i	0.0033566340	2
M2805	"2023-09-13 21:47:03"	27	i	0.0080687164	2
M2805	"2023-09-13 21:47:03"	28	i	0.0125053496	3
M2805	"2023-09-13 21:47:03"	29	i	0.0089813174	2
M1490	"2023-09-13 15:59:33"	1	e	0.0493829421	1
M1490	"2023-09-13 15:59:33"	2	e	0.0027725155	1
M1490	"2023-09-13 15:59:33"	3	e	0.0064983804	1
M1490	"2023-09-13 15:59:33"	4	e	0.0468468321	1
M1490	"2023-09-13 15:59:33"	5	e	0.0727373966	1
M1490	"2023-09-13 15:59:33"	6	e	0.0227678843	1
M1490	"2023-09-13 15:59:33"	7	e	0.0226313209	1
M1490	"2023-09-13 15:59:33"	8	e	0.0162478820	1
M1490	"2023-09-13 15:59:33"	9	e	0.0202186337	1
M1490	"2023-09-13 15:59:33"	10	e	0.0136921424	1
M1490	"2023-09-13 15:59:33"	11	e	0.0085995523	1
M1490	"2023-09-13 15:59:33"	12	e	0.0078827125	1
M1490	"2023-09-13 15:59:33"	13	e	0.0122674986	1
M1490	"2023-09-13 15:59:33"	14	e	0.0078857087	1
M1490	"2023-09-13 15:59:33"	15	e	0.0159327800	1
M1490	"2023-09-13 15:59:33"	16	e	0.0166107837	1
M1490	"2023-09-13 15:59:33"	17	i	0.0431232302	2
M1490	"2023-09-13 15:59:33"	18	i	0.0170376270	3
M1490	"2023-09-13 15:59:33"	19	i	0.0445293028	2
M1490	"2023-09-13 15:59:33"	20	i	0.0382473510	5
M1490	"2023-09-13 15:59:33"	21	i	0.0008038017	6
M1490	"2023-09-13 15:59:33"	22	i	0.0018179662	7
M1490	"2023-09-13 15:59:33"	23	i	0.0029190831	8
M1490	"2023-09-13 15:59:33"	24	i	0.0077667803	7
M1490	"2023-09-13 15:59:33"	25	i	0.0000010000	6
M1490	"2023-09-13 15:59:33"	26	i	0.0028788154	5
M1490	"2023-09-13 15:59:33"	27	i	0.0021364736	4
M1490	"2023-09-13 15:59:33"	28	i	0.0006749920	3
M1490	"2023-09-13 15:59:33"	29	i	0.0007093132	2
M12556	"2023-09-13 14:46:34"	1	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	2	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	3	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	4	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	5	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	6	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	7	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	8	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	9	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	10	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	11	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	12	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	13	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	14	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	15	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	16	e	0.0000010000	1
M12556	"2023-09-13 14:46:34"	17	i	0.0000010000	7
M12556	"2023-09-13 14:46:34"	18	i	0.0000010000	8
M12556	"2023-09-13 14:46:34"	19	i	0.0000010000	7
M12556	"2023-09-13 14:46:34"	20	i	0.0000010000	6
M12556	"2023-09-13 14:46:34"	21	i	0.0000010000	3
M12556	"2023-09-13 14:46:34"	22	i	0.0000010000	2
M12556	"2023-09-13 14:46:34"	23	i	0.0000010000	3
M12556	"2023-09-13 14:46:34"	24	i	0.0000010000	2
M12556	"2023-09-13 14:46:34"	25	i	0.0000010000	6
M12556	"2023-09-13 14:46:34"	26	i	0.0198687116	5
M12556	"2023-09-13 14:46:34"	27	i	0.0000010000	4
M12556	"2023-09-13 14:46:34"	28	i	0.0000010000	3
M12556	"2023-09-13 14:46:34"	29	i	0.0000010000	2
M12539	"2023-09-13 16:40:49"	1	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	2	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	3	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	4	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	5	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	6	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	7	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	8	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	9	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	10	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	11	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	12	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	13	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	14	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	15	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	16	e	0.0000010000	1
M12539	"2023-09-13 16:40:49"	17	i	0.0000010000	2
M12539	"2023-09-13 16:40:49"	18	i	0.0000010000	3
M12539	"2023-09-13 16:40:49"	19	i	0.0000010000	3
M12539	"2023-09-13 16:40:49"	20	i	0.0000010000	2
M12539	"2023-09-13 16:40:49"	21	i	0.0000010000	6
M12539	"2023-09-13 16:40:49"	22	i	0.0000010000	7
M12539	"2023-09-13 16:40:49"	23	i	0.0000010000	4
M12539	"2023-09-13 16:40:49"	24	i	0.0000010000	3
M12539	"2023-09-13 16:40:49"	25	i	0.0000010000	2
M12539	"2023-09-13 16:40:49"	26	i	0.0150758845	5
M12539	"2023-09-13 16:40:49"	27	i	0.0000010000	4
M12539	"2023-09-13 16:40:49"	28	i	0.0000010000	3
M12539	"2023-09-13 16:40:49"	29	i	0.0000010000	2
M2388	"2023-09-13 18:16:11"	1	e	0.0208298237	1
M2388	"2023-09-13 18:16:11"	2	e	0.0000010203	1
M2388	"2023-09-13 18:16:11"	3	e	0.0210080784	1
M2388	"2023-09-13 18:16:11"	4	e	0.0065964308	1
M2388	"2023-09-13 18:16:11"	5	e	0.0256786963	1
M2388	"2023-09-13 18:16:11"	6	e	0.0788963662	1
M2388	"2023-09-13 18:16:11"	7	e	0.0168531317	1
M2388	"2023-09-13 18:16:11"	8	e	0.0126530660	1
M2388	"2023-09-13 18:16:11"	9	e	0.0213156486	1
M2388	"2023-09-13 18:16:11"	10	e	0.0024600087	1
M2388	"2023-09-13 18:16:11"	11	e	0.0621476833	1
M2388	"2023-09-13 18:16:11"	12	e	0.0058043868	1
M2388	"2023-09-13 18:16:11"	13	e	0.0186675511	1
M2388	"2023-09-13 18:16:11"	14	e	0.0619232607	1
M2388	"2023-09-13 18:16:11"	15	e	0.1549145108	1
M2388	"2023-09-13 18:16:11"	16	e	0.0470835212	1
M2388	"2023-09-13 18:16:11"	17	i	0.0102367378	3
M2388	"2023-09-13 18:16:11"	18	i	0.0061210799	2
M2388	"2023-09-13 18:16:11"	19	i	0.0032973063	4
M2388	"2023-09-13 18:16:11"	20	i	0.0131135813	6
M2388	"2023-09-13 18:16:11"	21	i	0.0070671698	5
M2388	"2023-09-13 18:16:11"	22	i	0.0087795489	2
M2388	"2023-09-13 18:16:11"	23	i	0.0162302453	3
M2388	"2023-09-13 18:16:11"	24	i	0.0014055879	2
M2388	"2023-09-13 18:16:11"	25	i	0.0043280284	6
M2388	"2023-09-13 18:16:11"	26	i	0.0098666325	4
M2388	"2023-09-13 18:16:11"	27	i	0.0669988029	3
M2388	"2023-09-13 18:16:11"	28	i	0.0035201996	2
M2388	"2023-09-13 18:16:11"	29	i	0.0242085103	2
M35842	"2023-09-14 06:14:21"	1	e	0.0008593780	1
M35842	"2023-09-14 06:14:21"	2	e	0.0008598014	1
M35842	"2023-09-14 06:14:21"	3	e	0.0008521419	1
M35842	"2023-09-14 06:14:21"	4	e	0.0008735122	1
M35842	"2023-09-14 06:14:21"	5	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	6	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	7	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	8	e	0.0035765810	1
M35842	"2023-09-14 06:14:21"	9	e	0.0036086189	1
M35842	"2023-09-14 06:14:21"	10	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	11	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	12	e	0.0008665295	1
M35842	"2023-09-14 06:14:21"	13	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	14	e	0.0071121366	1
M35842	"2023-09-14 06:14:21"	15	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	16	e	0.0000010000	1
M35842	"2023-09-14 06:14:21"	17	i	0.0000010000	2
M35842	"2023-09-14 06:14:21"	18	i	0.0000010000	4
M35842	"2023-09-14 06:14:21"	19	i	0.0026135882	5
M35842	"2023-09-14 06:14:21"	20	i	0.0045236892	6
M35842	"2023-09-14 06:14:21"	21	i	0.0026889999	7
M35842	"2023-09-14 06:14:21"	22	i	0.0013228561	3
M35842	"2023-09-14 06:14:21"	23	i	0.0008158474	2
M35842	"2023-09-14 06:14:21"	24	i	0.0050585782	4
M35842	"2023-09-14 06:14:21"	25	i	0.0000010000	3
M35842	"2023-09-14 06:14:21"	26	i	0.0000010000	2
M35842	"2023-09-14 06:14:21"	27	i	0.0047446042	3
M35842	"2023-09-14 06:14:21"	28	i	0.0000010000	2
M35842	"2023-09-14 06:14:21"	29	i	0.0000010000	2
M21608	"2023-09-01 00:39:17"	1	e	0.0263912315	1
M21608	"2023-09-01 00:39:17"	2	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	3	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	4	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	5	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	6	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	7	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	8	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	9	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	10	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	11	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	12	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	13	e	0.0030815751	1
M21608	"2023-09-01 00:39:17"	14	e	0.0000010000	1
M21608	"2023-09-01 00:39:17"	15	e	0.0284988546	1
M21608	"2023-09-01 00:39:17"	16	e	0.0407413317	1
M21608	"2023-09-01 00:39:17"	17	i	0.0358566169	2
M21608	"2023-09-01 00:39:17"	18	i	0.0319736524	3
M21608	"2023-09-01 00:39:17"	19	i	0.0107524897	8
M21608	"2023-09-01 00:39:17"	20	i	0.0398093702	2
M21608	"2023-09-01 00:39:17"	21	i	0.0147204801	6
M21608	"2023-09-01 00:39:17"	22	i	0.0000010000	5
M21608	"2023-09-01 00:39:17"	23	i	0.0000010000	4
M21608	"2023-09-01 00:39:17"	24	i	0.0000010000	3
M21608	"2023-09-01 00:39:17"	25	i	0.0000010000	2
M21608	"2023-09-01 00:39:17"	26	i	0.0246796246	5
M21608	"2023-09-01 00:39:17"	27	i	0.0000010000	4
M21608	"2023-09-01 00:39:17"	28	i	0.0000010000	3
M21608	"2023-09-01 00:39:17"	29	i	0.0000010000	2
M45066	"2023-09-05 23:19:24"	1	e	0.1002955706	1
M45066	"2023-09-05 23:19:24"	2	e	0.0222164571	1
M45066	"2023-09-05 23:19:24"	3	e	0.0105823897	1
M45066	"2023-09-05 23:19:24"	4	e	0.0281705752	1
M45066	"2023-09-05 23:19:24"	5	e	0.0482966768	1
M45066	"2023-09-05 23:19:24"	6	e	0.0008092047	1
M45066	"2023-09-05 23:19:24"	7	e	0.0000010131	1
M45066	"2023-09-05 23:19:24"	8	e	0.0099473016	1
M45066	"2023-09-05 23:19:24"	9	e	0.0000010131	1
M45066	"2023-09-05 23:19:24"	10	e	0.0016137191	1
M45066	"2023-09-05 23:19:24"	11	e	0.0084882606	1
M45066	"2023-09-05 23:19:24"	12	e	0.0016191338	1
M45066	"2023-09-05 23:19:24"	13	e	0.0887959541	1
M45066	"2023-09-05 23:19:24"	14	e	0.0000010131	1
M45066	"2023-09-05 23:19:24"	15	e	0.0016637575	1
M45066	"2023-09-05 23:19:24"	16	e	0.0000010131	1
M45066	"2023-09-05 23:19:24"	17	i	0.0245639207	2
M45066	"2023-09-05 23:19:24"	18	i	0.1845230788	2
M45066	"2023-09-05 23:19:24"	19	i	0.0414708934	4
M45066	"2023-09-05 23:19:24"	20	i	0.0141260755	6
M45066	"2023-09-05 23:19:24"	21	i	0.0120787157	7
M45066	"2023-09-05 23:19:24"	22	i	0.0182055080	8
M45066	"2023-09-05 23:19:24"	23	i	0.0016226959	4
M45066	"2023-09-05 23:19:24"	24	i	0.0024656363	2
M45066	"2023-09-05 23:19:24"	25	i	0.0007737558	2
M45066	"2023-09-05 23:19:24"	26	i	0.0009385445	4
M45066	"2023-09-05 23:19:24"	27	i	0.0031685053	2
M45066	"2023-09-05 23:19:24"	28	i	0.0057246931	2
M45066	"2023-09-05 23:19:24"	29	i	0.0730567244	2
M4928	"2023-09-14 02:10:47"	1	e	0.0227289708	1
M4928	"2023-09-14 02:10:47"	2	e	0.0257139747	1
M4928	"2023-09-14 02:10:47"	3	e	0.0298788535	1
M4928	"2023-09-14 02:10:47"	4	e	0.0272450290	1
M4928	"2023-09-14 02:10:47"	5	e	0.0095636737	1
M4928	"2023-09-14 02:10:47"	6	e	0.0047815409	1
M4928	"2023-09-14 02:10:47"	7	e	0.0168205674	1
M4928	"2023-09-14 02:10:47"	8	e	0.0192053428	1
M4928	"2023-09-14 02:10:47"	9	e	0.0279985145	1
M4928	"2023-09-14 02:10:47"	10	e	0.0017472399	1
M4928	"2023-09-14 02:10:47"	11	e	0.0089244856	1
M4928	"2023-09-14 02:10:47"	12	e	0.0044216472	1
M4928	"2023-09-14 02:10:47"	13	e	0.0631238616	1
M4928	"2023-09-14 02:10:47"	14	e	0.1487110239	1
M4928	"2023-09-14 02:10:47"	15	e	0.1262972174	1
M4928	"2023-09-14 02:10:47"	16	e	0.1657819672	1
M4928	"2023-09-14 02:10:47"	17	i	0.0055395687	2
M4928	"2023-09-14 02:10:47"	18	i	0.0015408524	4
M4928	"2023-09-14 02:10:47"	19	i	0.0024498786	3
M4928	"2023-09-14 02:10:47"	20	i	0.0200935905	2
M4928	"2023-09-14 02:10:47"	21	i	0.0109756159	6
M4928	"2023-09-14 02:10:47"	22	i	0.0190786610	2
M4928	"2023-09-14 02:10:47"	23	i	0.0140706705	8
M4928	"2023-09-14 02:10:47"	24	i	0.0181077434	5
M4928	"2023-09-14 02:10:47"	25	i	0.0068325362	4
M4928	"2023-09-14 02:10:47"	26	i	0.0106541243	3
M4928	"2023-09-14 02:10:47"	27	i	0.0053173421	2
M4928	"2023-09-14 02:10:47"	28	i	0.1893937596	3
M4928	"2023-09-14 02:10:47"	29	i	0.0126787198	2
M619	"2023-09-18 00:52:15"	1	e	0.0056767018	1
M619	"2023-09-18 00:52:15"	2	e	0.0506223474	1
M619	"2023-09-18 00:52:15"	3	e	0.0271348764	1
M619	"2023-09-18 00:52:15"	4	e	0.0383132720	1
M619	"2023-09-18 00:52:15"	5	e	0.0555843478	1
M619	"2023-09-18 00:52:15"	6	e	0.0560612105	1
M619	"2023-09-18 00:52:15"	7	e	0.0170269964	1
M619	"2023-09-18 00:52:15"	8	e	0.0225648292	1
M619	"2023-09-18 00:52:15"	9	e	0.0208223194	1
M619	"2023-09-18 00:52:15"	10	e	0.0082473809	1
M619	"2023-09-18 00:52:15"	11	e	0.0063587015	1
M619	"2023-09-18 00:52:15"	12	e	0.0008747800	1
M619	"2023-09-18 00:52:15"	13	e	0.0006903469	1
M619	"2023-09-18 00:52:15"	14	e	0.0049914603	1
M619	"2023-09-18 00:52:15"	15	e	0.0449000623	1
M619	"2023-09-18 00:52:15"	16	e	0.0783657889	1
M619	"2023-09-18 00:52:15"	17	i	0.0026454123	2
M619	"2023-09-18 00:52:15"	18	i	0.0263954528	3
